epoch,lr,train_loss,train_seg_loss,train_cls_loss,train_dice,train_iou,train_acc,val_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_acc
38,1.66149182565299e-05,0.052288783997516824,0.04422343525260303,0.016130697437687254,0.9759298773979833,0.953060153132205,0.9998157955330417,0.2064270776061885,0.045387391583406114,0.32207937186424535,0.9738819186842196,0.9493576967786547,0.9222817057411852
39,1.4416052942640132e-05,0.051430878616718516,0.04378708991158623,0.015287577504683183,0.9761801039755454,0.9535365619712113,0.9997697444163021,0.1913099605919777,0.04454989165924819,0.2935201377033704,0.9739547129225942,0.9494933109719493,0.9304042828133653
40,1.235959448259843e-05,0.05031768505977772,0.043077859986388224,0.014479650146264452,0.9765188555691123,0.9541779672901933,0.9997697444163021,0.19246743965872007,0.04453525809807412,0.29586436203337524,0.9743151996163844,0.9501742842802255,0.9315119069595718
41,1.04536587784401e-05,0.04991281765477104,0.04266988963204304,0.014485855953009802,0.9767101244373216,0.9545408246705984,0.9995394888326042,0.20006896597182153,0.04435406552193615,0.3114298004444117,0.9741940697913325,0.9499476461459754,0.9257891822041721
42,8.70576768765026e-06,0.04909255197048736,0.042173411282084704,0.013838281470109086,0.9770052090534189,0.9551021133997164,0.999677642182823,0.1993904940476284,0.04487106869695021,0.3090388497198962,0.9742252887350268,0.950007530352359,0.9315119069595718
43,7.122819337828748e-06,0.04819542851580331,0.04175657809439285,0.01287770078630696,0.9772185070738608,0.9555082351902352,1.0,0.20039175113163074,0.04455311459579826,0.31167727375504695,0.9743406031511527,0.9502243112146327,0.9267122023260107
44,5.711060902932039e-06,0.047688574372734154,0.0413839278526563,0.01260929308174792,0.9774410696099916,0.9559335144843845,0.9999078977665209,0.1916187308690233,0.04427624535595773,0.29468497113945585,0.9744086684906377,0.950353036500008,0.9296658667158944
45,4.476063948531556e-06,0.04717684113669242,0.04104852713918927,0.012256628001266558,0.9776152075544466,0.9562641086499335,1.0,0.1912282433382793,0.043309467894115806,0.29583755122211963,0.9744135479835634,0.9503614970188928,0.9296658667158944
46,3.4227024433898985e-06,0.0468129844056583,0.04074122896263613,0.01214351080208811,0.9777791693065706,0.9565747348423601,0.9999539488832604,0.1932454846282888,0.0443656055866617,0.29775975732363563,0.9744641588324994,0.9504567404060589,0.9281890345209526
47,2.555133524132766e-06,0.04647635698291039,0.0404909767059551,0.011970760555368458,0.9779076655486232,0.9568193972440056,0.9999539488832604,0.18858375302227462,0.04433813504874706,0.2884912363419743,0.9744310389577815,0.9503954570729473,0.9311426989108362
48,1.8767810889299075e-06,0.04782196274627528,0.04040105593138637,0.01484181362257423,0.9779634066927718,0.9569253254331936,0.9988026709647709,0.1940231303461885,0.04325029211926513,0.301545676960717,0.9744930415906033,0.9505155106737199,0.9270814103747461
49,1.3903222849333503e-06,0.04669218582699751,0.04039613103792483,0.012592109665360377,0.9779965458873446,0.9569908179191814,0.9997697444163021,0.19557541684909643,0.04295662732569605,0.30523757950765434,0.974556294250629,0.950632342986301,0.9289274506184235
50,1.0976769428005576e-06,0.04630738746093562,0.04027857156418964,0.012057631744010096,0.978040597276354,0.9570718226511834,0.9998618466497813,0.19215811641232983,0.04271385120640023,0.2988885300224345,0.9744895927849773,0.9505066884829935,0.9300350747646299
